,Title,Location,Security,Garage,Concierge,Price,City,Currency,Nmbr_rooms,Nmbr_pieces,Nmbr_bathrooms,Type,Surface
7198,Appartement non meuble en vente a malabata,Tanger City Center ,0,0,0,998000.0,Tanger,DH,2,3,1,Bon état,83
7199,Très belle maison en vente à Gourziana. 1 chambre. Salon traditionnel marocain.,Gourziana ,0,0,0,,Tanger,,5,1,4,Bon état,60
7200,Appartement à vendre Iberia 3 chambres,Iberie ,0,0,0,2560000.0,Tanger,DH,3,4,2,Bon état,160
7201,Magnifique appartement complexe touristique,Centre ,0,0,0,2500000.0,Tanger,DH,3,4,2,À rénover,120
7202,Appartement a vendre quartier de la plage,De La Plage ,0,0,0,1579500.0,Tanger,DH,3,4,1,Nouveau,117
7203,Maison à la vente à Tanger. 15 chambres. Fenêtres avec double vitrage et porte blindée,Bel Air - Val fleuri ,0,0,0,8000000.0,Tanger,DH,15,20,10,Nouveau,114
7204,Appartement de 80m² en vente Les belles résidences Cité Sportive Ziaten,Marjane ,0,0,0,,Tanger,,2,3,2,Nouveau,75
7205,Vend appartement à Tanja Balia. 3 grandes pièces.,Tanja Balia ,0,0,0,870000.0,Tanger,DH,2,3,2,Nouveau,103
7207,Appartements neufs 1 et 2 chambres à Tanger,Tanja Balia ,0,0,0,643800.0,Tanger,DH,2,3,1,Nouveau,74
7208,Luxueux appart F4 neuf 190m2 en vente,Sania ,0,0,0,3850000.0,Tanger,DH,3,4,3,Nouveau,190
7209,Appartement à La Vente Branes Tanger,Marjane ,1,0,0,700000.0,Tanger,DH,2,3,1,Bon état,82
7210,Appartement à La Vente Branes Tanger,Marjane ,1,0,0,880000.0,Tanger,DH,2,3,1,Bon état,84
7214,Magnifique appartement à vendre à route de rabat,Castilla ,0,0,0,1090000.0,Tanger,DH,2,4,2,Bon état,104
7215,Vente d'un bel appartement à De La Plage. Surface de 80 m². Terrasse et ascenseur,De La Plage ,0,0,0,960000.0,Tanger,DH,2,3,1,Nouveau,80
7216,Appartements neufs à côté city club route de Rabat,Marjane ,1,0,0,410000.0,Tanger,DH,2,3,1,Nouveau,58
7217,Appartement meublé neuf à côté city club route de Rabat immeuble 12 appartements,Marjane ,0,0,0,470000.0,Tanger,DH,2,3,1,Nouveau,70
7218,Appartements neufs tanja balia lotissement dans la rue balcon/cuisine èquipèe,Tanja Balia ,0,0,0,450000.0,Tanger,DH,2,3,1,Nouveau,61
7219,Appartement de 91m² en vente Résidence Miramar Tanger,Centre ,0,0,0,,Tanger,,3,4,1,Bon état,91
7220,Appartement de 63m² en vente Résidence Miramar Tanger,Centre ,0,0,0,,Tanger,,2,3,1,Nouveau,63
7221,Studio de 48m² en vente Résidence Miramar Tanger,Centre ,0,0,0,,Tanger,,1,2,1,Nouveau,48
7223,Appartement à l'achat à gueznaya surface 100m,Gourziana ,0,0,0,600000.0,Tanger,DH,2,3,2,Nouveau,100
7224,Appartement de 83m² en vente Résidence Miramar Tanger,Centre ,0,0,0,,Tanger,,2,3,1,Bon état,83
7225,Studio de 46m² en vente Résidence Miramar Tanger,Centre ,0,0,0,,Tanger,,1,2,1,Nouveau,46
7226,Quartier Administratif VAQC 415,Administratif ,0,0,0,1710000.0,Tanger,DH,3,1,2,Nouveau,180
7227,Appartement de 79m² en vente Résidence Miramar Tanger,Centre ,0,0,0,,Tanger,,2,3,1,Bon état,79
7228,Appartement de 70m² en vente Résidence Miramar Tanger,Centre ,0,0,0,,Tanger,,2,3,1,Nouveau,70
7229,"Appartement de 158 m² en vente Real Palm, Tanger",Du Golf ,0,0,0,,Tanger,,3,5,3,Nouveau,158
7230,Appartement de 113m² en vente Résidence Miramar Tanger,Centre ,0,0,0,,Tanger,,3,4,1,Bon état,113
7231,"Studio de 50m² en vente, Coral Towers",Bella Vista ,0,0,0,,Tanger,,1,2,1,Bon état,50
7232,Appartement de 81m² en vente Résidence Miramar Tanger,Centre ,0,0,0,,Tanger,,2,3,1,Bon état,81
7233,Studio de 45m² en vente Résidence Miramar Tanger,Centre ,0,0,0,,Tanger,,1,2,1,Nouveau,45
7234,Appartement de 75m² en vente Résidence Miramar Tanger,Centre ,0,0,0,,Tanger,,2,3,1,Bon état,75
7235,Appartement de 78m² en vente Résidence Miramar Tanger,Centre ,0,0,0,,Tanger,,2,3,1,Bon état,78
7236,Maison avec ascenseur à malabata hills vue sur mer,Sania ,0,0,0,4200000.0,Tanger,DH,6,5,5,Nouveau,490
7237,Quartier Administratif VAQA 413,Administratif ,0,0,0,2380000.0,Tanger,DH,3,5,1,Bon état,170
7238,"Vente villa de luxe à Achakar. 4 pièces confortables. Salon traditionnel, antenne parabolique générale.",Achakar ,0,0,0,3800000.0,Tanger,DH,6,4,4,Bon état,402
7239,Superbe appartement à vendre à Zemmouri. 2 chambres agréables,Zemmouri ,0,0,0,500000.0,Tanger,DH,2,3,1,Nouveau,91
7240,Bel appartement,Zemmouri ,0,0,0,1320000.0,Tanger,DH,3,4,2,Bon état,150
7242,Appartement F5à vendre au centre ville de Tanger,Administratif ,0,0,1,1300000.0,Tanger,DH,4,5,2,Bon état,160
7243,Appartement Vide à La Vente Route de Rabat Tanger,Marjane ,1,0,0,715000.0,Tanger,DH,2,3,1,Bon état,95
7244,Appartement Vide à La Vente Nejma Tanger,Centre ,1,0,0,1940000.0,Tanger,DH,2,2,1,Bon état,114
7245,Appartement Ahlen,Ahlane ,0,0,0,800000.0,Tanger,DH,2,3,1,Bon état,70
7246,Vend appartement à Aharrarine. Surface totale 75 m². Jardin et ascenseur.,Aharrarine ,0,0,0,460000.0,Tanger,DH,2,3,1,Bon état,75
7247,A vendre belle villa route d'Achakar,Achakar ,0,0,0,3650000.0,Tanger,DH,3,6,3,Bon état,320
7248,"Appartement de 69m² en vente, Projet Diyari",Boukhalef ,0,0,0,,Tanger,,2,3,1,Bon état,69
7249,"Appartement de 140m² dont 42m² de terrasse en vente, Résidence Wiam",Castilla ,0,0,0,,Tanger,,3,4,1,Bon état,140
7251,Appart moyen standing 83 m2 a vendre,Route Nationale Assilah (N1) ,0,0,0,750000.0,Tanger,DH,2,4,1,Bon état,83
7252,"Appartement de 88m² en vente, Résidence Palmera",Mozart ,0,0,0,,Tanger,,2,3,2,Bon état,88
7253,"Appartement de 66m² en vente, Résidence Riad Zalga",Ahlane ,0,0,0,580000.0,Tanger,DH,2,3,1,Nouveau,69
7254,Appartement 101m² au quartier administratif,Administratif ,0,0,0,950000.0,Tanger,DH,2,3,2,Bon état,101
7255,Appartement neuf dans une résidence avec piscine,Tanja Balia ,0,0,0,840000.0,Tanger,DH,2,3,2,Nouveau,76
7256,Appartement Vide à La Vente Centre Ville Tanger,Centre ,0,0,0,1240000.0,Tanger,DH,2,2,2,Bon état,99
7258,Appartement a vendre,Marjane ,0,0,0,600000.0,Tanger,DH,3,6,1,Bon état,78
7259,Aprt 85m²/ 3 ch Résid Meskellil proche Marjane Rt Rabat,Ahlane ,0,0,0,660000.0,Tanger,DH,3,4,1,Bon état,85
7260,"Maison de luxe à vendre à Mghogha. Surface de 250 m². Porte blindée, sécurité",Mghogha ,0,0,0,4500000.0,Tanger,DH,4,5,5,Nouveau,250
7261,Maison de haut standing à vendre à Cap Spartel. 2 pièces confortables. Meublée,Cap Spartel ,0,0,0,5000000.0,Tanger,DH,4,6,4,Nouveau,400
7262,Spacieuse maison dans la médina,Médina ,0,0,0,3200000.0,Tanger,DH,4,7,3,À rénover,200
7263,Quartier tanja balia VVQTB 409,Médina ,0,0,0,5000000.0,Tanger,DH,6,4,4,Nouveau,200
7264,Maison à l'achat à Souani. 2 chambres agréables. Parking et terrasse.,Souani ,0,1,0,,Tanger,,2,4,4,Bon état,96
7265,Appartement avec une vue panoramique,Centre ,0,0,0,15900000.0,Tanger,DH,3,4,2,Nouveau,113
7266,Appartement de 96m² en vente complexe Assalam,Castilla ,0,0,0,864000.0,Tanger,DH,2,3,2,Bon état,96
7267,Appartement de 106m² en vente complexe Assalam,Castilla ,0,0,0,954000.0,Tanger,DH,2,3,2,Bon état,106
7268,Appartements Haut standing à la Baie Panoramique,Centre ,0,0,0,,Tanger,,3,2,2,Nouveau,154
7269,Maison a vendre,Jirrari ,0,0,0,,Tanger,,2,3,2,Bon état,97
7270,Titre disponible,Hay Hassani ,0,0,0,600000.0,Tanger,DH,3,4,1,Bon état,73
7271,Appartement à vendre,Mesnana ,0,0,0,600000.0,Tanger,DH,3,4,1,Bon état,82
7272,Appartement Vide à La Vente Route de Rabat Tanger,Marjane ,0,0,0,1430000.0,Tanger,DH,3,4,1,Bon état,106
7274,Appartement à La Vente Route de rabat Tanger,Marjane ,0,0,1,815000.0,Tanger,DH,2,3,1,Bon état,75
7275,Appartement meublé coeur centre ville,Centre ,0,0,0,1100000.0,Tanger,DH,3,6,2,Bon état,105
7276,Appart Bayti Sakane 61 m2 rénové et ensoleillé,Hay Hassani ,0,0,0,450000.0,Tanger,DH,2,3,1,Nouveau,61
7277,"Superbe appartement à vendre à Mesnana. 3 belles chambres. Salon typique marocain, résidence sécurisée",Mesnana ,0,0,0,1550000.0,Tanger,DH,3,5,2,Bon état,105
7278,Appartement Vide à La Vente Route Rabat Tanger,Marjane ,0,0,1,1030000.0,Tanger,DH,3,4,2,Bon état,137
7279,Appartement en vente à Les Rosiers. 2 belles chambres. Sécurisé 24/24,Les Rosiers ,1,0,0,270000.0,Tanger,DH,2,3,1,À rénover,50
7280,Branes 1 - Appartement  à vendre - 97m2,Branes 1 ,0,0,0,850000.0,Tanger,DH,2,3,1,Bon état,97
7281,Vente appartement Addoha Aouama à Tanger,Aouama Gharbia ,0,0,0,270000.0,Tanger,DH,2,3,1,À rénover,50
7282,Appartement meublée à vendre,Boukhalef ,0,0,0,620000.0,Tanger,DH,1,2,2,Bon état,76
7283,Bel appartement a vendre,Route Nationale Assilah (N1) ,1,0,0,410000.0,Tanger,DH,2,1,1,Nouveau,73
7284,Maison semi fini a vendre moujahidine,Moujahidine ,1,0,0,2680000.0,Tanger,DH,8,11,4,À rénover,108
7285,Apparemment 325m² nejma,Mozart ,0,0,0,3500000.0,Tanger,DH,4,5,4,Bon état,325
7286,Appartement pour location à Tanger,Centre ,0,0,1,,Tanger,,2,2,2,Bon état,100
7287,Appartement en vente à Hay El Boughaz. 1 Pièce. Espaces verts et ascenseur,Hay El Boughaz ,0,0,1,650000.0,Tanger,DH,2,3,1,Bon état,76
7289,Appartement à La Vente Place Mozart Tanger,Mozart ,0,0,1,1400000.0,Tanger,DH,3,3,1,Bon état,125
7290,Appartement à La Vente Place Mozart Tanger,Mozart ,0,0,1,1250000.0,Tanger,DH,3,3,1,Bon état,95
7291,Vente d'un bel vella à Castilla. Surface de 220 m². Meublé,Castilla ,0,0,0,,Tanger,,4,6,4,Nouveau,220
7292,Magnifique appartement meuble a vendre RUE DE FES,Centre ,0,0,0,1870000.0,Tanger,DH,3,1,2,Nouveau,125
7293,Nouveau appartement a vendre complexe LAALAJ,Centre ,0,0,0,1870000.0,Tanger,DH,3,4,3,Nouveau,156
7294,Spacieux appartement non meublé au centre ville,Marchan ,0,1,0,1680000.0,Tanger,DH,3,3,2,Bon état,153
7295,Superbe maison à vendre à Branes 2. 6 belles chambres.,Branes 2 ,0,0,0,3700000.0,Tanger,DH,6,6,6,Bon état,130
7296,Somptueuse villa à vendre à Jbel kbir,Jbel Kbir ,0,0,0,3700000.0,Tanger,DH,5,8,4,Bon état,390
7297,Une grande Appartement de 3 chambre à Iberie tange,Iberie ,0,0,0,2950000.0,Tanger,DH,3,3,3,Bon état,190
7298,Vente d'un bel appartement à Mozart. 4 pièces confortables. Ascenseur.,Mozart ,0,0,0,1260000.0,Tanger,DH,3,4,1,Bon état,117
7299,Appartement en vente en Centre. 2 pièces. Bien meublé.,Centre ,0,0,0,1400000.0,Tanger,DH,2,4,2,Nouveau,110
7300,Appartement de rêve,Mesnana ,0,0,0,600000.0,Tanger,DH,2,5,1,Bon état,70
7301,Bel appartement occasion à ne pas rater,Al Amal ,0,0,0,1080000.0,Tanger,DH,2,4,1,Bon état,103
7302,Superbe villa a tanger,Manar ,0,0,0,5600000.0,Tanger,DH,3,3,4,Bon état,210
7303,Magnifique villa à vendre à Jbel Kbir. 12 pièces confortables. Meublée,Jbel Kbir ,0,0,0,,Tanger,,8,12,10,Nouveau,2033
7304,Vente appartement à Tanger,Centre ,0,0,0,,Tanger,,2,3,1,Bon état,94
7305,Appartement de 60m² en vente Ali Building,De La Plage ,0,0,0,1000000.0,Tanger,DH,2,3,1,Bon état,60
7306,"Appartement de 95m² en vente, Résidence Palmera",Mozart ,0,0,0,,Tanger,,3,4,2,Bon état,95
7307,Appartement à l'achat à Mesnana. 2 belles chambres. Places de stationnement et terrasse.,Mesnana ,0,0,0,330000.0,Tanger,DH,2,2,1,Bon état,74
7308,Bel appartement à vendre à Branes 2.2 chambres agréables. Antenne parabolique et Porte blindée,Branes 2 ,0,0,0,,Tanger,,2,4,1,Nouveau,85
7309,Appartement à l'achat à Marjane. 1 Pièce. Belle terrasse et jardin.,Marjane ,0,0,0,,Tanger,,1,2,1,Nouveau,55
7310,Appartement Vide à La Vente Moujahidine Tanger,Moujahidine ,0,0,1,2890000.0,Tanger,DH,3,3,2,Bon état,170
7311,Vente; appartements en residence prive,Tanja Balia ,0,0,0,,Tanger,,4,5,2,Bon état,150
7312,Appartement à vendre a tanger,Haddad ,0,0,0,,Tanger,,3,4,2,Bon état,94
7313,Vend appartement,Branes 1 ,0,0,0,,Tanger,,2,3,2,Bon état,65
7314,Appartement au 4e,Sania ,0,0,0,980000.0,Tanger,DH,2,2,1,Bon état,101
7315,Appartements modernes neufs pour la vente,Bel Air - Val fleuri ,0,0,0,1308000.0,Tanger,DH,3,4,2,Nouveau,109
7316,Appartement résidentiel vue sur mer,Manar ,0,0,0,2064000.0,Tanger,DH,2,3,2,Bon état,129
7317,Vente maison à Moujahidine. 7 pièces confortables. Salon traditionnel et système d'antenne parabolique,Moujahidine ,0,0,0,3100000.0,Tanger,DH,3,7,4,Nouveau,100
7321,Appartement à vendre,Centre ,0,0,0,4500000.0,Tanger,DH,3,3,1,Bon état,171
7323,Appartement à la vente,Tanger,0,0,0,740000.0,Tanger,DH,1,3,2,Bon état,60
7324,Maison titré à Vendre à bendibane tanger,Ben Dibane ,0,0,0,1590000.0,Tanger,DH,3,4,3,Bon état,321
7325,Superbe villa à vendre Mandar Jamil,Charf ,0,1,0,5500000.0,Tanger,DH,4,7,3,Bon état,380
7326,Quartier Achakar LAQACH 402,Achakar ,0,0,0,2366000.0,Tanger,DH,2,2,1,Bon état,169
7327,Appart à coté de clinique Assalam pour la vente,Castilla ,0,0,0,1600000.0,Tanger,DH,3,5,2,Bon état,137
7328,Maison individuelle à Marshane,Marchan ,0,0,0,1400000.0,Tanger,DH,3,4,2,Bon état,133
7329,Maison à rénover jnan kabtan,Médina ,0,0,0,2300000.0,Tanger,DH,3,4,2,À rénover,120
7330,Bel appat 97 m2. Face de cafe kadinsky a vendre,De La Plage ,0,0,0,1350000.0,Tanger,DH,2,4,2,Bon état,97
7331,Appartement de 100m² en vente Résidence Mabrouka III,Malabata ,0,0,0,1008000.0,Tanger,DH,2,3,2,Nouveau,100
7332,"Appartement de 76 m² en vente, Castilla, Tanger",Castilla ,0,0,0,,Tanger,,2,3,2,Nouveau,103
7333,Quartier Marchan VAQM 401,Marchan ,0,0,0,2156000.0,Tanger,DH,2,2,1,Nouveau,190
7334,Quartier Marchan VAQM 400,Marchan ,0,0,0,2907000.0,Tanger,DH,4,2,1,Nouveau,183
7335,Bel appartement à vendre au quartier administratif à tanger,Administratif ,0,0,0,895000.0,Tanger,DH,3,4,2,Bon état,88
7336,Belle villa à vendre,Malabata ,0,0,0,4700000.0,Tanger,DH,4,7,4,Bon état,360
7337,Quartier Marchan VAQM 399,Marchan ,0,0,0,2388500.0,Tanger,DH,3,3,2,Nouveau,152
7338,Quartier Marchan VAQM 396,Marchan ,0,0,0,1086000.0,Tanger,DH,2,1,1,Nouveau,111
7339,Très Bel appartement F4 à louer à Tanger,Centre ,0,0,0,975000.0,Tanger,DH,3,4,2,Bon état,130
7340,Quartier MARCHAN VAQM 398,Marchan ,0,0,0,1776000.0,Tanger,DH,3,3,1,Bon état,170
7341,Bel appartement F4 à vendre TANGER,Centre ,0,0,0,2100000.0,Tanger,DH,3,4,3,Bon état,204
7342,"Appartement de 69m² en vente, Résidence Riad Zalga",Ahlane ,0,0,0,500000.0,Tanger,DH,2,3,1,Bon état,69
7343,Appartement en vente à Zone Industrielle Mghogha. 2 chambres. Jardin et ascenseur,Marjane ,0,0,0,750000.0,Tanger,DH,2,3,2,Nouveau,81
7344,Superbe appartement à vendre à Marjane. 2 chambres. Jardin,Marjane ,0,0,0,750000.0,Tanger,DH,2,2,2,Bon état,81
7345,Des appartements a vendre à partir 38 mlion a tange,Centre ,0,0,0,380000.0,Tanger,DH,1,2,1,Nouveau,58
7346,Appartement a vendre,Route Nationale Assilah (N1) ,0,0,0,,Tanger,,2,3,1,Bon état,68
7347,Vend appartement à Ahlane. 3 chambres agréables,Ahlane ,0,0,0,500000.0,Tanger,DH,3,3,1,Bon état,69
7353,Vente Appartement de Luxe 337 m2 à Jbel Kbir,Jbel Kbir ,0,0,0,,Tanger,,4,5,4,Bon état,337
7355,Appartement de 74m² en vente Résidence Miramar Tanger,Centre ,0,0,0,,Tanger,,2,3,1,Nouveau,74
7356,"Vend appartement à Bel Air - Val fleuri. Superficie 90 m². Salon Marocain, sécurité.",Bel Air - Val fleuri ,0,0,0,,Tanger,,2,2,2,Bon état,90
7357,Appart à vendre à doha baraka 1 lmerss,Bouhout 1 ,0,0,0,270000.0,Tanger,DH,2,3,1,Bon état,55
7358,A 1700 m de Playa très beau T3,Tanja Balia ,0,0,0,380000.0,Tanger,DH,2,3,1,Nouveau,45
7359,VILLA a saisir sur superbe terrain,Jbel Kbir ,0,0,0,7600000.0,Tanger,DH,4,5,3,À rénover,1200
7361,"Appartement de 115m² en vente, Résidence Palmera",Mozart ,0,0,0,,Tanger,,3,4,2,Bon état,115
7362,Appartement avec Terrasse à vendre Malabata Tanger,Malabata ,0,0,0,2500000.0,Tanger,DH,2,3,1,Bon état,100
7366,"Appartement de 125m² en vente, Résidence Palmera",Mozart ,0,0,0,,Tanger,,3,4,2,Bon état,125
7367,Magnifique appartement avec vue sur mer à MALABATA TANGER,Centre ,0,0,0,2500000.0,Tanger,DH,2,6,2,Nouveau,120
7368,Appartement de 151m² en vente à Tanger,Mozart ,0,0,0,2000000.0,Tanger,DH,2,2,1,Bon état,151
7369,Appartement haut standing de rêve au City Center,Malabata ,0,0,0,2500000.0,Tanger,DH,3,3,2,Bon état,100
7370,Bel appartement à vendre en Centre. 3 belles chambres. Terrasse et ascenseur.,Centre ,0,0,0,1000000.0,Tanger,DH,3,4,2,Bon état,103
7371,Trouvez votre maison à acheter à Behair. Surface de 109 m². Salon Marocain.,Aouama Gharbia ,0,0,0,,Tanger,,2,3,2,Nouveau,109
7372,Superbe maison à vendre à Behair. 12 chambres. Salon marocain traditionnel.,Branes 2 ,0,0,0,,Tanger,,12,12,3,Nouveau,120
7373,Jolie appartement 66 m à complexe mesenana golf,Centre ,0,0,0,470000.0,Tanger,DH,2,3,1,Nouveau,66
7374,Superbe appartement à vendre à Mesnana. 3 chambres agréables. Bien meublé,Mesnana ,0,0,0,950000.0,Tanger,DH,3,5,1,Nouveau,120
7375,Appartement complètement meublé au quatier Hassani,Hay Hassani ,0,0,0,460000.0,Tanger,DH,2,1,1,Bon état,52
7376,"Appartement à vendre à Playa, Tanger. Avec une Vue exceptionnelle sur la mer",De La Plage ,0,0,0,,Tanger,,3,4,2,Bon état,156
7378,Des appartements à vendre a mesnana,Marjane ,0,0,0,810000.0,Tanger,DH,2,3,1,Nouveau,74
7379,Bel appartement à vendre à Marjane. 3 grandes pièces. Environnement calme avec vue sur la montagne.,Marjane ,0,0,0,,Tanger,,3,3,3,Nouveau,95
7380,Somptueuse villa à vendre à Marjane. 5 chambres agréables. Meublée.,Marjane ,0,0,0,,Tanger,,5,7,1,Nouveau,200
7381,Appartement à La Vente Moulay Youssef Tanger,Administratif ,0,0,1,1340000.0,Tanger,DH,3,3,1,Bon état,109
7382,Appartement avec Terrasse Vue Mer à Vendre Tanger,De La Plage ,0,0,0,5500000.0,Tanger,DH,3,3,2,Bon état,130
7383,Un appartement à ne pas rater à tanja balia,Tanja Balia ,0,0,0,,Tanger,,2,3,1,Nouveau,52
7384,"Appartement de 69m² en vente, Résidence Riad Zalga",Ahlane ,0,0,0,520000.0,Tanger,DH,2,3,1,Bon état,69
7385,Appart asouak assalam,Boukhalef ,0,0,0,750000.0,Tanger,DH,2,3,2,Bon état,118
7386,Appartement meublé très cozy au Boulevard Mohamed 5,Centre ,0,0,0,1650000.0,Tanger,DH,2,3,1,Bon état,100
7387,Bel appart,Castilla ,0,0,0,,Tanger,,3,3,2,Nouveau,136
7388,Projets MoyenStanding Gznaya SuprPrix pr Les 1ers,Marjane ,0,0,0,244000.0,Tanger,DH,2,3,1,Nouveau,61
7389,Quartier IBERIA VAQIB 385,Iberie ,0,0,0,2450000.0,Tanger,DH,3,3,2,Bon état,131
7390,Appartement à vendre à Bir El Ghazi. 3 pièces confortables. Jardin,Bir El Ghazi ,0,0,0,,Tanger,,2,3,1,Bon état,55
7391,Appartement avec Terrasse à La Vente Nejma Tanger,Centre ,0,0,1,1350000.0,Tanger,DH,2,2,1,Bon état,120
7392,"Appartement de 76m² en vente, Résidence Borj Al Andalous II",Tanger City Center ,0,0,0,,Tanger,,1,2,1,Bon état,76
7393,Vente maison à Ahlane. Surface totale 140 m².,Ahlane ,0,0,0,4500000.0,Tanger,DH,6,6,3,Bon état,140
7394,Immeuble à appartements 5 appart. À vendre à Souani,Souani ,0,0,0,2550000.0,Tanger,DH,14,24,5,Bon état,780
7395,Appartement à La Vente Corniche Tanger,De La Plage ,0,0,1,950000.0,Tanger,DH,2,3,1,Bon état,100
7396,Appartement à vendre,Mozart ,0,0,1,550000.0,Tanger,DH,1,2,1,Bon état,45
7397,Bel appartement avec vue sur mer à vendre,De La Plage ,0,0,0,998000.0,Tanger,DH,2,3,1,Bon état,60
7398,Appartement à vendre à Tanger centre,Marchan ,0,0,0,600000.0,Tanger,DH,2,2,1,À rénover,120
7399,Maison à acheter à Mghogha. 7 grandes pièces. Salon avec décoration marocaine.,Mghogha ,0,0,0,,Tanger,,4,7,1,Bon état,70
7400,Somptueuse villa de prestige en bas de Jbel Kbir,Jbel Kbir ,0,0,0,,Tanger,,6,8,4,Bon état,1344
7401,Très bel appartement bien situé au coeur du centre ville,Centre ,1,0,0,1500000.0,Tanger,DH,3,5,2,Bon état,141
7402,Vente d'un bel appartement à Laaouina. Surface de 105 m². Fenêtres double vitrage et chauffage central.,Laaouina ,0,0,0,1300000.0,Tanger,DH,3,7,2,Nouveau,105
7403,Vente Appart El Baraka 2,Aouama Gharbia ,0,0,0,300000.0,Tanger,DH,3,3,1,Nouveau,100
7404,Bel appartement à vendre avec 2 piscines à TANGER MALABATA face à la mer,Malabata ,0,0,0,63000000.0,Tanger,DH,1,4,1,Bon état,70
7405,Appartement à la vente,Centre ,0,0,0,2659500.0,Tanger,DH,3,5,2,Nouveau,197
7406,Jolie petite maison au coeur de Jnan Kabtan,Médina ,0,0,0,420000.0,Tanger,DH,2,4,1,À rénover,40
7407,Petite maison avec local commercial,Médina ,0,0,0,700000.0,Tanger,DH,2,4,2,Bon état,70
7408,"Jolie Maison 84m², Tanger Medina",Médina ,0,0,0,800000.0,Tanger,DH,3,4,2,À rénover,84
7409,Maison de 50m² avec une belle vue sur la baie,Médina ,0,0,0,1000000.0,Tanger,DH,1,3,1,Bon état,50
7410,Magnifique appartement de 145m² à Iberia,Iberie ,0,0,0,1960000.0,Tanger,DH,2,3,2,Bon état,145
7411,Maison de 75m² au coeur de la kasbah,Médina ,1,0,0,850000.0,Tanger,DH,1,3,1,Bon état,75
7412,Maison 110m² à Dar Baroud,Médina ,0,0,0,2000000.0,Tanger,DH,4,6,4,Bon état,110
7413,Maison de 85m² avec des magnifiques vues,Médina ,0,0,0,1484000.0,Tanger,DH,2,5,2,Bon état,85
7414,Bel appartement luxueux de 309 m²,De La Plage ,0,0,0,5000000.0,Tanger,DH,4,5,3,Nouveau,309
7415,Propriété exceptionnel près de la Kasbah,Marchan ,0,0,0,2500000.0,Tanger,DH,3,6,2,Bon état,165
7416,Joli appartement en parfait état situé à Malabata,Malabata ,0,0,0,2000000.0,Tanger,DH,2,3,1,Bon état,121
7417,Magnifique villa de 1400m² à rénové,Californie ,0,0,0,11000000.0,Tanger,DH,6,12,5,À rénover,1400
7418,Maison historique située en plein coeur de Marshan,Marchan ,0,0,0,,Tanger,,5,10,2,Bon état,250
7419,Bel appartement d'une chambre,De La Plage ,0,0,0,450000.0,Tanger,DH,1,2,1,Bon état,40
7421,Bel appartement au rez de chaussée d'un immeuble,Médina ,0,0,0,470000.0,Tanger,DH,1,2,1,Bon état,57
7422,Belle maison dans la médina de Tanger,Médina ,0,0,0,1400000.0,Tanger,DH,3,5,3,Bon état,130
7423,Maison située à l'entrée de la Médina,Médina ,0,0,0,1400000.0,Tanger,DH,3,5,2,Bon état,130
7424,Ancien Hôtel de charme,Médina ,0,0,0,,Tanger,,6,10,3,Bon état,1200
7426,Grande maison de 200m² dans un emplacement idéal,Médina ,0,0,0,2800000.0,Tanger,DH,4,7,1,À rénover,200
7427,Charmant appartement dans une maison,Marchan ,0,0,0,1700000.0,Tanger,DH,2,4,1,Bon état,103
7428,Maison idéale en tant que maison de vacances,Médina ,0,0,0,1300000.0,Tanger,DH,5,8,1,Bon état,100
7429,Joli appartement de 107m dans cette résidence,Castilla ,0,0,0,900000.0,Tanger,DH,2,3,1,Bon état,108
7431,"Opportunité intéressant, nouvelle villa",Malabata ,0,0,0,5150000.0,Tanger,DH,4,9,2,Bon état,450
7432,Appartement de 105 m² situé à Tanger City Centre,Malabata ,0,0,0,2930000.0,Tanger,DH,2,4,1,Bon état,105
7433,Splendide maison avec piscine,Moujahidine ,0,0,0,23320000.0,Tanger,DH,4,8,1,Bon état,1300
7434,3 appartements dans un immeuble au coeur d'Iberia,Iberie ,0,0,0,2340000.0,Tanger,DH,2,5,1,Bon état,116
7435,Superbe appartement au 7ème étage de cet immeuble,Iberie ,0,0,0,2800000.0,Tanger,DH,3,6,1,Bon état,179
7436,"Maison familiale idéale, ou projet d'investissement",Marchan ,0,1,0,3500000.0,Tanger,DH,7,15,3,Bon état,450
7437,Magnifique villa avec magnifique jardin paysager,Ahammar ,0,0,0,,Tanger,,7,17,7,Bon état,950
7438,Projet de rénovation au coeur de la Médina,Médina ,0,0,0,3180000.0,Tanger,DH,1,4,1,À rénover,260
7440,Propriété faisant partie de l'histoire de Tanger,Californie ,0,0,0,,Tanger,,7,13,5,Bon état,470
7442,Petite maisonnette de 60m² avec une vue magnifique,Médina ,0,0,0,450000.0,Tanger,DH,3,4,2,À rénover,60
7443,La Maison du Canon,Médina ,0,0,0,2800000.0,Tanger,DH,2,3,1,À rénover,53
7444,Maison avec possibilité de magnifiques vues,Médina ,0,0,0,1272000.0,Tanger,DH,2,6,1,À rénover,100
7445,Splendide maison coloniale à Marchan,Marchan ,0,0,0,8000000.0,Tanger,DH,6,10,6,Bon état,260
7446,Superbe maison rénovée au cœur de Marshan,Marchan ,0,0,0,4000000.0,Tanger,DH,4,7,3,Bon état,400
7447,Belle opportunité d'acheter une maison à la Médina,Médina ,0,0,0,1800000.0,Tanger,DH,3,6,2,Bon état,110
7448,Maison de 90m² située au coeur de la médina,Médina ,0,0,0,1800000.0,Tanger,DH,1,6,1,Bon état,180
